agent_id,persona,entry_gate,initial_destination,speed_mps,patience,group_size
A01773,hardcore_fan,GATE_B,GS_A,1.58,0.8,3
A01774,tourist,GATE_B,FOOD_N,1.28,0.72,2
A01775,vip,GATE_VIP,PIT_WALK,1.26,0.85,2
A01776,photographer,GATE_VIP,PIT_WALK,1.33,0.72,5
A01777,hardcore_fan,GATE_B,GS_A,1.7,0.93,2
A01778,tourist,GATE_A,FAN_ZONE,1.16,0.66,5
A01779,tourist,GATE_A,FOOD_N,1.27,0.61,1
A01780,photographer,GATE_A,FAN_ZONE,1.39,0.68,2
A01781,family,GATE_C,GS_A,0.87,0.51,2
A01782,hardcore_fan,GATE_A,GS_C,1.44,0.9,1
A01783,hardcore_fan,GATE_B,GS_B,1.35,0.91,2
A01784,photographer,GATE_C,PIT_WALK,1.36,0.72,1
A01785,vip,GATE_VIP,PIT_WALK,1.37,0.86,1
A01786,family,GATE_A,GS_C,1.05,0.54,5
A01787,family,GATE_B,FAN_ZONE,1.0,0.5,4
A01788,family,GATE_B,FAN_ZONE,0.95,0.63,1
A01789,photographer,GATE_C,MERCH,1.48,0.71,1
A01790,vip,GATE_C,GS_A,1.39,0.8,4
A01791,tourist,GATE_A,GS_C,1.31,0.56,3
A01792,tourist,GATE_A,FOOD_N,1.44,0.65,4
A01793,family,GATE_VIP,MERCH,1.03,0.61,2
A01794,hardcore_fan,GATE_B,GS_A,1.4,0.89,1
A01795,tourist,GATE_A,FAN_ZONE,1.17,0.65,2
A01796,hardcore_fan,GATE_A,GS_B,1.61,0.87,5
A01797,photographer,GATE_C,GS_B,1.1,0.77,1
A01798,hardcore_fan,GATE_A,PIT_WALK,1.54,0.94,1
A01799,hardcore_fan,GATE_C,GS_A,1.3,0.89,3
A01800,hardcore_fan,GATE_B,MERCH,1.5,0.94,1
A01801,hardcore_fan,GATE_C,PIT_WALK,1.5,0.82,3
A01802,family,GATE_VIP,FAN_ZONE,1.08,0.46,1
A01803,hardcore_fan,GATE_C,GS_A,1.44,0.89,1
A01804,hardcore_fan,GATE_A,GS_B,1.53,0.95,1
A01805,hardcore_fan,GATE_C,GS_A,1.26,0.88,1
A01806,tourist,GATE_B,FAN_ZONE,1.34,0.71,1
A01807,hardcore_fan,GATE_C,GS_A,1.46,0.86,3
A01808,family,GATE_C,GS_A,0.95,0.65,2
A01809,tourist,GATE_C,MERCH,1.14,0.69,2
A01810,hardcore_fan,GATE_B,GS_A,1.53,0.98,1
A01811,photographer,GATE_A,GS_B,1.38,0.79,3
A01812,hardcore_fan,GATE_C,GS_B,1.32,0.75,1
A01813,photographer,GATE_C,GS_A,1.01,0.66,4
A01814,hardcore_fan,GATE_C,PIT_WALK,1.49,0.95,2
A01815,hardcore_fan,GATE_C,GS_A,1.43,0.85,1
A01816,family,GATE_C,FAN_ZONE,0.91,0.56,4
A01817,tourist,GATE_VIP,MERCH,1.27,0.69,1
A01818,hardcore_fan,GATE_B,GS_A,1.5,0.82,3
A01819,hardcore_fan,GATE_B,GS_A,1.63,0.87,5
A01820,tourist,GATE_C,FOOD_N,1.13,0.66,3
A01821,tourist,GATE_B,MERCH,1.42,0.69,2
A01822,vip,GATE_VIP,GS_A,1.2,0.96,4
A01823,tourist,GATE_A,FAN_ZONE,1.16,0.74,2
A01824,photographer,GATE_C,GS_A,1.21,0.64,1
A01825,photographer,GATE_B,FAN_ZONE,1.34,0.68,1
A01826,family,GATE_C,GS_C,1.04,0.6,1
A01827,hardcore_fan,GATE_A,GS_A,1.46,0.96,3
A01828,hardcore_fan,GATE_A,GS_A,1.35,0.83,2
A01829,photographer,GATE_C,FAN_ZONE,1.25,0.64,1
A01830,family,GATE_B,GS_A,0.93,0.59,2
A01831,vip,GATE_C,PIT_WALK,1.32,0.92,5
A01832,tourist,GATE_VIP,FAN_ZONE,1.25,0.62,2
A01833,family,GATE_B,FOOD_N,0.87,0.48,1
A01834,tourist,GATE_A,FAN_ZONE,1.23,0.72,3
A01835,family,GATE_A,GS_C,0.94,0.65,5
A01836,hardcore_fan,GATE_VIP,GS_B,1.53,0.94,1
A01837,family,GATE_A,FOOD_S,1.16,0.63,1
A01838,hardcore_fan,GATE_A,GS_B,1.44,0.84,4
A01839,family,GATE_A,FAN_ZONE,1.0,0.52,5
A01840,family,GATE_C,FOOD_S,1.15,0.39,1
A01841,vip,GATE_VIP,GS_A,1.24,0.97,1
A01842,hardcore_fan,GATE_VIP,GS_C,1.44,0.93,5
A01843,family,GATE_B,GS_C,1.07,0.49,1
A01844,photographer,GATE_C,GS_B,1.26,0.8,1
A01845,family,GATE_A,FAN_ZONE,1.09,0.56,1
A01846,tourist,GATE_B,FAN_ZONE,1.19,0.6,1
A01847,family,GATE_A,GS_C,0.79,0.56,3
A01848,photographer,GATE_C,GS_A,1.39,0.63,5
A01849,hardcore_fan,GATE_B,GS_A,1.33,0.78,1
A01850,family,GATE_VIP,GS_C,1.15,0.5,4
A01851,family,GATE_A,FOOD_S,0.97,0.44,1
A01852,vip,GATE_B,PIT_WALK,1.38,0.95,2
A01853,tourist,GATE_B,GS_A,1.19,0.63,5
A01854,hardcore_fan,GATE_VIP,GS_A,1.43,0.81,1
A01855,tourist,GATE_VIP,FOOD_N,1.19,0.72,1
A01856,vip,GATE_C,PIT_WALK,1.18,0.93,3
A01857,hardcore_fan,GATE_A,GS_C,1.47,0.94,5
A01858,tourist,GATE_C,MERCH,1.02,0.75,1
A01859,hardcore_fan,GATE_B,PIT_WALK,1.56,0.96,5
A01860,hardcore_fan,GATE_C,GS_C,1.45,0.87,1
A01861,tourist,GATE_C,MERCH,1.28,0.85,3
A01862,hardcore_fan,GATE_C,GS_B,1.39,0.86,1
A01863,tourist,GATE_C,MERCH,1.22,0.53,2
A01864,tourist,GATE_B,FAN_ZONE,1.25,0.63,1
A01865,hardcore_fan,GATE_A,MERCH,1.39,0.83,1
A01866,vip,GATE_VIP,FOOD_N,1.26,0.88,2
A01867,family,GATE_C,FAN_ZONE,0.97,0.58,3
A01868,family,GATE_B,GS_C,0.86,0.62,2
A01869,vip,GATE_B,MERCH,1.39,0.95,3
A01870,vip,GATE_C,GS_A,1.46,0.95,4
A01871,photographer,GATE_B,PIT_WALK,1.26,0.72,1
A01872,tourist,GATE_C,GS_C,1.17,0.7,5
A01873,tourist,GATE_VIP,FAN_ZONE,1.06,0.58,4
A01874,tourist,GATE_C,GS_C,1.25,0.71,2
A01875,hardcore_fan,GATE_VIP,FAN_ZONE,1.41,0.9,1
A01876,hardcore_fan,GATE_B,GS_A,1.21,0.72,1
A01877,photographer,GATE_B,GS_A,1.23,0.71,1
A01878,hardcore_fan,GATE_C,GS_A,1.45,0.74,4
A01879,photographer,GATE_VIP,FAN_ZONE,1.39,0.78,2
A01880,photographer,GATE_B,PIT_WALK,1.06,0.62,1
A01881,family,GATE_C,GS_C,1.07,0.43,1
A01882,family,GATE_C,FAN_ZONE,0.94,0.49,1
A01883,hardcore_fan,GATE_C,PIT_WALK,1.29,0.79,1
A01884,family,GATE_C,GS_C,1.0,0.63,2
A01885,hardcore_fan,GATE_C,GS_A,1.54,0.8,2
A01886,vip,GATE_B,GS_A,1.3,0.97,2
A01887,tourist,GATE_C,GS_A,1.25,0.7,2
A01888,photographer,GATE_C,PIT_WALK,1.24,0.85,2
A01889,family,GATE_B,GS_C,0.99,0.44,1
A01890,tourist,GATE_C,FAN_ZONE,1.23,0.79,2
A01891,hardcore_fan,GATE_A,GS_B,1.25,0.84,4
A01892,family,GATE_VIP,MERCH,0.92,0.48,3
A01893,family,GATE_B,GS_A,0.88,0.44,5
A01894,hardcore_fan,GATE_C,GS_A,1.54,0.83,2
A01895,hardcore_fan,GATE_A,GS_B,1.44,0.81,2
A01896,family,GATE_B,GS_A,1.16,0.48,2
A01897,tourist,GATE_B,FAN_ZONE,1.03,0.53,1
A01898,hardcore_fan,GATE_VIP,PIT_WALK,1.41,0.84,1
A01899,family,GATE_B,GS_C,1.02,0.51,2
A01900,hardcore_fan,GATE_C,GS_A,1.53,0.84,2
A01901,hardcore_fan,GATE_A,PIT_WALK,1.65,0.91,2
A01902,hardcore_fan,GATE_A,GS_B,1.35,0.81,1
A01903,hardcore_fan,GATE_C,GS_A,1.48,0.87,2
A01904,hardcore_fan,GATE_C,GS_B,1.45,0.86,4
A01905,photographer,GATE_A,FAN_ZONE,1.31,0.7,5
A01906,photographer,GATE_A,GS_B,1.28,0.85,3
A01907,family,GATE_B,MERCH,0.94,0.68,2
A01908,hardcore_fan,GATE_C,GS_B,1.42,0.83,1
A01909,family,GATE_B,MERCH,0.94,0.56,1
A01910,vip,GATE_C,PIT_WALK,1.41,0.85,1
A01911,hardcore_fan,GATE_A,GS_A,1.42,0.91,5
A01912,hardcore_fan,GATE_B,GS_B,1.4,0.83,1
A01913,hardcore_fan,GATE_B,GS_A,1.53,0.94,3
A01914,photographer,GATE_VIP,PIT_WALK,1.34,0.63,2
A01915,hardcore_fan,GATE_A,FAN_ZONE,1.5,0.79,2
A01916,hardcore_fan,GATE_B,GS_C,1.35,0.87,4
A01917,vip,GATE_A,MERCH,1.45,0.92,1
A01918,photographer,GATE_C,GS_A,1.28,0.7,2
A01919,hardcore_fan,GATE_B,GS_A,1.47,0.79,2
A01920,vip,GATE_C,PIT_WALK,1.34,0.93,1
A01921,hardcore_fan,GATE_B,GS_C,1.19,0.89,1
A01922,vip,GATE_B,FOOD_N,1.33,0.85,4
A01923,hardcore_fan,GATE_A,GS_A,1.35,0.83,2
A01924,hardcore_fan,GATE_A,GS_C,1.37,0.96,4
A01925,vip,GATE_C,GS_A,1.24,0.86,5
A01926,hardcore_fan,GATE_C,PIT_WALK,1.44,0.94,2
A01927,tourist,GATE_A,GS_A,1.31,0.57,3
A01928,photographer,GATE_B,FAN_ZONE,1.3,0.7,3
A01929,family,GATE_B,FAN_ZONE,0.93,0.45,2
A01930,tourist,GATE_VIP,FAN_ZONE,1.13,0.59,5
A01931,vip,GATE_C,PIT_WALK,1.45,0.9,4
A01932,photographer,GATE_VIP,FAN_ZONE,1.24,0.83,2
A01933,tourist,GATE_C,FOOD_N,0.95,0.57,1
A01934,family,GATE_C,FOOD_N,1.19,0.63,2
A01935,vip,GATE_C,PIT_WALK,1.33,0.98,1
A01936,tourist,GATE_A,FOOD_N,1.13,0.72,4
A01937,photographer,GATE_B,GS_B,1.23,0.7,1
A01938,hardcore_fan,GATE_B,GS_A,1.48,0.95,3
A01939,family,GATE_C,GS_C,1.1,0.41,1
A01940,hardcore_fan,GATE_A,GS_A,1.55,0.9,1
A01941,vip,GATE_B,FOOD_N,1.31,0.95,2
A01942,tourist,GATE_A,FAN_ZONE,1.27,0.65,2
A01943,vip,GATE_A,FAN_ZONE,1.4,0.89,4
A01944,hardcore_fan,GATE_C,PIT_WALK,1.46,0.87,5
A01945,family,GATE_A,FAN_ZONE,1.02,0.52,1
A01946,family,GATE_C,FAN_ZONE,1.04,0.59,5
A01947,tourist,GATE_B,PIT_WALK,1.14,0.67,1
A01948,vip,GATE_B,PIT_WALK,1.43,0.95,1
A01949,family,GATE_B,MERCH,1.08,0.59,2
A01950,vip,GATE_B,FAN_ZONE,1.22,1,1
A01951,tourist,GATE_C,GS_C,1.46,0.67,3
A01952,hardcore_fan,GATE_C,GS_A,1.57,0.85,1
A01953,tourist,GATE_C,FAN_ZONE,1.26,0.52,2
A01954,family,GATE_B,GS_C,1.11,0.7,1
A01955,tourist,GATE_C,FAN_ZONE,1.23,0.63,1
A01956,hardcore_fan,GATE_A,GS_B,1.32,0.95,3
A01957,hardcore_fan,GATE_A,GS_A,1.29,0.87,1
A01958,photographer,GATE_A,GS_B,1.2,0.7,1
A01959,hardcore_fan,GATE_B,GS_A,1.42,0.86,5
A01960,family,GATE_B,FOOD_N,0.82,0.6,1
A01961,hardcore_fan,GATE_B,FAN_ZONE,1.55,0.92,3
A01962,photographer,GATE_C,GS_A,1.11,0.76,2
A01963,hardcore_fan,GATE_B,PIT_WALK,1.54,0.93,1
A01964,tourist,GATE_A,FOOD_N,1.2,0.7,2
A01965,hardcore_fan,GATE_VIP,GS_C,1.32,0.84,2
A01966,vip,GATE_A,PIT_WALK,1.28,0.82,1
A01967,tourist,GATE_C,FOOD_N,1.28,0.46,1
A01968,hardcore_fan,GATE_A,PIT_WALK,1.5,0.9,5
A01969,family,GATE_B,FOOD_S,1.05,0.47,5
A01970,photographer,GATE_B,GS_B,1.15,0.79,3
A01971,hardcore_fan,GATE_C,GS_A,1.49,0.77,5
A01972,tourist,GATE_C,MERCH,1.16,0.65,3
A01973,family,GATE_A,FAN_ZONE,1.23,0.66,1
A01974,hardcore_fan,GATE_C,GS_A,1.39,0.91,1
A01975,photographer,GATE_VIP,GS_A,1.39,0.62,2
A01976,hardcore_fan,GATE_C,PIT_WALK,1.5,0.96,1
A01977,tourist,GATE_B,FAN_ZONE,1.08,0.63,1
A01978,family,GATE_A,GS_C,0.91,0.48,1
A01979,family,GATE_VIP,FAN_ZONE,1.01,0.57,4
A01980,hardcore_fan,GATE_VIP,MERCH,1.54,0.8,1
A01981,tourist,GATE_A,FAN_ZONE,1.16,0.55,2
A01982,photographer,GATE_C,MERCH,1.4,0.78,1
A01983,family,GATE_A,MERCH,1.27,0.52,4
A01984,vip,GATE_C,PIT_WALK,1.42,1,1
A01985,hardcore_fan,GATE_VIP,GS_A,1.32,0.92,1
A01986,hardcore_fan,GATE_A,GS_A,1.38,0.94,2
A01987,family,GATE_C,FOOD_S,1.01,0.62,1
A01988,family,GATE_C,GS_C,1.12,0.47,3
A01989,photographer,GATE_VIP,GS_A,1.34,0.7,5
A01990,family,GATE_A,FOOD_S,1.08,0.49,2
A01991,hardcore_fan,GATE_A,MERCH,1.34,0.79,3
A01992,hardcore_fan,GATE_C,GS_B,1.42,0.78,1
A01993,tourist,GATE_C,FAN_ZONE,1.19,0.59,2
A01994,tourist,GATE_B,FOOD_N,1.2,0.72,1
A01995,hardcore_fan,GATE_C,GS_A,1.32,0.85,2
A01996,hardcore_fan,GATE_C,GS_C,1.27,0.8,4
A01997,tourist,GATE_C,FOOD_N,1.25,0.66,1
A01998,tourist,GATE_A,GS_A,1.1,0.73,4
A01999,vip,GATE_C,PIT_WALK,1.29,0.84,5
A02000,tourist,GATE_B,GS_C,1.25,0.56,4
